CHARTER,SNAME,DNAME,CNAME,API12B,ST_RANK,PCT_AA,PCT_AI,PCT_AS,PCT_FI,PCT_HI,PCT_PI,PCT_WH,PCT_MR,MEALS,P_GATE,P_MIGED,P_EL,P_RFEP,P_DI,ACS_K3,ACS_46,ACS_CORE,PCT_RESP,NOT_HSG,HSG,SOME_COL,COL_GRAD,GRAD_SCH,AVG_ED
D,Pacific Technology School Santa Ana,SBC - Pacific Technology,El Dorado,838,7,2,1,5,0,54,0,33,5,52,0,0,13,32,13,N/A,14,18,100,14,8,30,23,25,3.38
,Mountain View Middle,Columbia Elementary,Shasta,838,7,1,3,2,0,12,0,77,5,38,6,0,0,3,9,N/A,26,26,96,3,15,45,25,12,3.29
,Enslen Elementary,Modesto City Elementary,Stanislaus,838,7,4,1,2,0,18,0,68,6,41,12,0,5,0,10,21,33,N/A,98,7,18,37,21,18,3.25
,Potrero Heights Elementary,Montebello Unified,Los Angeles,838,7,2,0,24,2,64,2,8,0,50,11,0,16,7,9,28,30,N/A,79,8,20,28,30,15,3.25
,Union Mine High,El Dorado Union High,El Dorado,838,9,1,3,1,0,10,1,80,4,26,11,0,1,4,9,N/A,N/A,28,100,4,20,42,22,12,3.18
,Hillcrest Elementary,Garvey Elementary,Los Angeles,838,7,1,1,50,2,40,0,2,4,55,24,0,34,12,12,22,32,N/A,96,9,26,27,26,12,3.07
,Dr. Juliet Thorner Elementary,Bakersfield City,Kern,838,7,6,1,1,1,65,0,21,3,63,5,0,5,5,6,20,28,N/A,88,5,25,39,19,11,3.05
,Faye Ross Middle,ABC Unified,Los Angeles,838,7,9,0,14,10,57,1,8,1,65,7,4,19,17,11,N/A,N/A,27,90,12,22,30,27,8,2.98
,Cressey Elementary,Ballico-Cressey Elementary,Merced,838,7,0,0,2,0,55,0,42,0,70,0,2,44,0,2,22,N/A,N/A,69,9,34,20,23,14,2.98
,Adelante Spanish Immersion,Redwood City Elementary,San Mateo,838,7,1,0,1,1,80,0,16,1,51,8,2,35,21,7,30,30,N/A,96,21,22,25,19,13,2.8
,Vanalden Avenue Elementary,Los Angeles Unified,Los Angeles,838,7,6,0,8,4,68,0,14,0,82,14,0,28,17,6,19,18,N/A,92,14,30,28,21,8,2.79
,Mill Elementary,Whittier City Elementary,Los Angeles,838,7,1,0,0,1,95,0,3,0,64,0,0,18,15,5,30,32,N/A,95,15,28,33,18,6,2.71
,Juliette Low Elementary,Magnolia Elementary,Orange,838,7,5,0,16,4,58,1,11,2,79,12,0,31,36,7,24,31,N/A,76,21,26,27,20,6,2.63
,,Westminster Elementary,Orange,838,B,1,0,40,1,41,1,13,2,72,20,0,51,17,10,22,28,28,92,21,31,24,18,6,2.59
,Baden-Powell Elementary,Magnolia Elementary,Orange,838,7,5,0,7,3,70,1,11,2,84,6,0,45,23,14,21,29,N/A,67,28,22,22,24,4,2.54
,,Valle Lindo Elementary,Los Angeles,838,B,0,0,3,0,95,0,1,0,83,7,0,18,26,5,19,31,28,96,24,30,34,10,2,2.37
D,Community Charter Early College High,Los Angeles Unified,Los Angeles,838,9,2,0,0,1,95,0,1,0,75,7,0,9,58,5,N/A,N/A,23,92,32,30,23,7,9,2.32
,Vista Square Elementary,Chula Vista Elementary,San Diego,838,7,3,1,1,4,84,0,6,1,76,7,0,53,7,12,21,28,N/A,69,21,43,24,8,4,2.31
D,Aspire Gateway Academy,Los Angeles Unified,Los Angeles,838,7,0,0,0,0,95,0,1,0,86,0,0,35,14,7,23,28,N/A,80,25,41,21,6,7,2.3
,,Orick Elementary,Humboldt,838,B,0,15,0,0,8,0,77,0,85,31,0,8,0,38,1,N/A,N/A,85,9,55,36,0,0,2.27
,Orick Elementary,Orick Elementary,Humboldt,838,7,0,15,0,0,8,0,77,0,85,31,0,8,0,38,1,N/A,N/A,85,9,55,36,0,0,2.27
,Edward Kemble Elementary,Sacramento City Unified,Sacramento,838,7,26,2,21,0,44,2,3,2,100,5,1,45,7,14,20,N/A,N/A,61,31,39,18,9,3,2.14
,Bates Elementary,River Delta Joint Unified,Sacramento,838,7,1,0,0,2,83,0,14,0,84,0,34,53,26,11,19,25,N/A,94,53,22,12,10,3,1.88
,La Primaria Elementary,Mountain View Elementary,Los Angeles,838,7,0,0,11,1,86,0,2,0,97,7,6,57,7,8,28,32,N/A,96,38,46,13,1,2,1.85
D,N.E.W. Academy of Science and Arts,Los Angeles Unified,Los Angeles,838,7,1,0,0,0,99,0,0,0,100,6,0,44,49,8,21,19,N/A,81,45,41,8,4,2,1.76
,Hawaiian Avenue Elementary,Los Angeles Unified,Los Angeles,838,7,3,0,0,0,95,1,1,0,94,16,1,39,21,11,20,22,N/A,91,60,24,11,4,1,1.63
D,Alliance Gertz-Ressler High,Los Angeles Unified,Los Angeles,838,9,6,0,0,0,94,0,0,0,95,0,0,19,55,7,N/A,N/A,27,100,64,23,9,2,2,1.54
,West Side Elementary,West Side Union Elementary,Sonoma,837,6,0,0,0,0,16,0,77,5,21,0,1,7,1,16,3,N/A,N/A,96,6,12,26,28,28,3.6
,Capistrano Valley High,Capistrano Unified,Orange,837,9,1,0,5,2,29,0,58,4,26,15,0,8,16,6,N/A,N/A,30,81,8,11,19,36,25,3.59
,,West Side Union Elementary,Sonoma,837,B,0,0,0,0,17,0,77,5,21,0,1,8,1,16,3,N/A,N/A,96,6,12,26,28,27,3.58
,Glendora High,Glendora Unified,Los Angeles,837,9,2,0,5,3,35,0,51,4,17,11,0,2,6,11,N/A,N/A,33,99,3,15,32,30,20,3.51
,Pleasant Valley Elementary,Pleasant Valley Elementary,Nevada,837,7,0,1,0,1,8,0,85,3,32,1,0,1,0,14,N/A,18,26,98,1,12,43,29,15,3.46
,Three Rivers Elementary,Three Rivers Union Elementary,Tulare,837,6,0,1,3,0,21,0,69,5,37,0,0,2,0,4,16,17,N/A,100,3,6,55,19,18,3.44
,Pioneer High,San Jose Unified,Santa Clara,837,9,3,1,12,3,34,1,45,1,29,26,0,8,16,8,N/A,N/A,30,94,10,15,22,33,20,3.38
,Cleveland Elementary,Long Beach Unified,Los Angeles,837,6,8,0,6,3,33,1,47,0,33,0,0,12,3,15,26,28,N/A,99,4,15,39,28,14,3.35
,Vista Murrieta High,Murrieta Valley Unified,Riverside,837,9,8,0,5,8,34,1,39,5,26,4,0,1,6,10,N/A,N/A,28,97,4,16,35,32,13,3.34
,Sierra High,Sierra Unified,Fresno,837,9,1,14,1,0,14,0,69,0,37,14,0,1,2,12,N/A,N/A,25,81,2,19,43,22,13,3.26
,Weston Elementary,Ripon Unified,San Joaquin,837,6,1,1,3,2,34,0,59,1,39,0,1,17,3,8,30,25,N/A,98,6,21,29,29,15,3.26
,Gage Elementary,San Diego Unified,San Diego,837,6,7,0,8,2,31,1,43,7,47,32,0,19,8,11,23,33,N/A,88,1,26,34,24,16,3.26
,Browns Valley Elementary,Napa Valley Unified,Napa,837,6,0,1,1,0,30,0,60,7,29,10,1,20,5,10,28,28,N/A,95,15,17,19,30,19,3.22
,Villa Park High,Orange Unified,Orange,837,9,1,1,10,2,37,1,45,2,25,23,0,8,14,9,N/A,N/A,27,94,13,15,27,27,17,3.2
,Frank M. Wright Middle,Imperial Unified,Imperial,837,7,2,0,1,1,77,0,18,0,42,16,4,26,9,10,N/A,30,28,95,6,20,39,18,16,3.2
,Loyalton Elementary,Sierra-Plumas Joint Unified,Sierra,837,6,0,1,0,0,16,0,76,3,44,6,0,7,1,11,24,25,N/A,97,5,17,47,23,8,3.13
,Lakeview Elementary,Lakeside Union Elementary,San Diego,837,6,1,2,0,1,14,0,80,1,30,4,0,3,2,15,22,27,N/A,99,2,31,34,22,11,3.1
,,Simi Valley Unified,Ventura,837,B,1,0,7,2,29,0,58,2,31,9,0,8,10,15,23,30,25,90,8,26,29,25,13,3.09
,Delta View Elementary,Mt. Diablo Unified,Contra Costa,837,6,12,0,12,17,44,1,7,3,60,4,0,29,18,6,30,34,N/A,89,8,23,30,31,8,3.09
,Galileo Academy 101,Victor Elementary,San Bernardino,837,6,16,0,4,1,52,1,22,3,64,27,0,7,2,5,29,32,N/A,96,6,19,45,22,9,3.09
,,Golden Valley Unified,Madera,837,B,1,1,2,0,35,0,60,1,40,9,0,6,8,9,24,30,26,90,6,27,34,23,11,3.06
,Mark West Elementary,Mark West Union Elementary,Sonoma,837,6,1,2,2,1,42,1,47,4,52,7,0,23,4,7,21,26,N/A,84,9,26,31,22,12,3.04
,Weldon Elementary,Clovis Unified,Fresno,837,6,3,1,5,0,41,1,47,2,77,1,1,6,5,5,26,34,N/A,100,4,29,39,21,6,2.96
,Morningside Elementary,Garden Grove Unified,Orange,837,6,1,0,67,1,26,0,4,0,66,0,0,59,23,12,24,32,N/A,22,10,27,28,30,5,2.94
,Bradoaks Elementary,Monrovia Unified,Los Angeles,837,6,10,0,3,3,58,0,23,2,60,12,0,18,5,12,27,30,N/A,98,7,32,33,19,10,2.92
,,Sylvan Union Elementary,Stanislaus,837,B,4,0,5,3,39,1,43,3,49,8,0,12,6,15,27,29,26,97,8,29,35,21,8,2.91
,Torrance Elementary,Torrance Unified,Los Angeles,837,6,4,0,9,7,58,0,15,3,64,3,0,29,10,17,27,34,N/A,89,12,25,30,24,9,2.91
,Vista Verde Middle,Val Verde Unified,Riverside,837,7,31,0,2,3,52,1,7,1,69,21,0,8,16,10,N/A,34,28,86,11,23,37,23,6,2.9
,Lee Vining Elementary,Eastern Sierra Unified,Mono,837,6,2,5,0,0,47,0,47,0,63,0,0,28,20,14,15,15,N/A,80,20,27,8,41,4,2.82
,Temple Heights Elementary,Vista Unified,San Diego,837,6,1,2,3,1,68,2,21,3,61,0,1,29,13,14,24,28,N/A,90,18,29,28,19,6,2.66
Y,Cinnabar Elementary,Cinnabar Elementary,Sonoma,837,6,0,0,0,0,65,0,35,0,81,2,0,62,3,12,15,24,N/A,31,19,33,19,19,8,2.64
,William Collier Elementary,Lake Elsinore Unified,Riverside,837,6,3,1,1,2,61,2,30,0,71,8,0,23,13,11,21,29,N/A,99,15,34,32,14,6,2.62
,West Middle,Downey Unified,Los Angeles,837,7,3,0,1,1,88,0,6,0,74,7,0,13,18,11,N/A,26,21,100,15,37,28,15,5,2.59
,La Escuelita Elementary,Oakland Unified,Alameda,837,6,9,1,17,1,68,0,0,1,81,43,0,68,13,7,22,26,N/A,48,42,25,18,11,4,2.11
,,Junction City Elementary,Trinity,837,B,1,9,0,0,7,1,79,1,72,0,0,0,0,12,9,10,N/A,0,0,0,0,0,0,
,Junction City Elementary,Junction City Elementary,Trinity,837,6,1,9,0,0,7,1,79,1,72,0,0,0,0,12,9,10,N/A,0,0,0,0,0,0,
D,Mary Collins Charter School at Cherry Va,Petaluma City Schools,Sonoma,836,6,1,2,2,1,9,1,81,3,13,13,0,3,3,20,22,40,N/A,98,2,4,20,40,33,3.99
Y,Hickman Charter,Hickman Community Charter,Stanislaus,836,6,2,1,2,2,13,0,80,0,25,13,0,0,0,10,,,,98,0,5,34,30,31,3.87
,Mira Loma High,San Juan Unified,Sacramento,836,9,9,1,25,2,15,1,46,1,42,20,0,8,15,8,N/A,N/A,30,87,7,17,16,31,29,3.59
,,San Lorenzo Valley Unified,Santa Cruz,836,B,1,1,1,0,10,0,83,4,19,12,0,1,1,11,20,25,6,96,1,11,37,34,17,3.55
,John B. Riebli Elementary,Mark West Union Elementary,Sonoma,836,6,1,1,3,0,21,0,69,5,25,9,0,12,2,11,21,26,N/A,84,3,13,34,31,19,3.51
,Tahoe Lake Elementary,Tahoe-Truckee Joint Unified,Placer,836,6,0,1,1,0,40,0,55,3,47,0,0,36,0,7,25,N/A,N/A,84,6,19,23,26,26,3.49
,Valley Elementary,Poway Unified,San Diego,836,6,4,1,6,5,45,0,37,2,46,8,0,44,4,9,26,32,N/A,71,11,15,19,28,28,3.47
,Harold Ambuehl Elementary,Capistrano Unified,Orange,836,6,0,0,0,1,33,0,63,2,34,3,0,15,5,9,26,33,N/A,93,8,12,24,36,19,3.45
,Colfax High,Placer Union High,Placer,836,9,0,1,0,0,7,0,89,2,23,19,0,1,0,8,N/A,N/A,30,97,2,17,33,33,15,3.42
,Vallejo Mill Elementary,Fremont Unified,Alameda,836,6,7,1,25,8,21,2,29,6,36,1,2,28,11,11,26,28,N/A,98,9,17,20,31,23,3.4
,Marsh (Harry M.) Junior High,Chico Unified,Butte,836,7,3,1,5,1,19,1,69,0,37,13,0,4,8,13,N/A,N/A,30,84,8,14,29,27,22,3.4
Y,Sixth Grade Charter Academy at Petaluma,Petaluma City Schools,Sonoma,836,6,0,0,2,0,33,0,62,3,40,22,0,10,17,7,N/A,29,N/A,95,15,7,27,38,13,3.27
,Sundown Elementary,Westside Union Elementary,Los Angeles,836,6,18,0,3,3,36,1,36,1,38,10,0,8,3,8,27,30,N/A,92,4,18,40,24,14,3.25
,Marguerite Hahn Elementary,Cotati-Rohnert Park Unified,Sonoma,836,6,3,2,4,1,23,1,62,6,24,0,0,11,4,19,29,29,N/A,98,5,19,37,29,11,3.23
,Stanislaus Elementary,Stanislaus Union Elementary,Stanislaus,836,6,2,1,11,1,36,0,46,2,36,5,0,19,3,6,30,26,N/A,96,9,15,38,22,16,3.21
,,Byron Union Elementary,Contra Costa,836,B,6,2,3,3,18,1,67,1,29,9,1,5,3,8,26,31,32,94,6,23,32,26,14,3.18
,Tiefort View Intermediate,Silver Valley Unified,San Bernardino,836,6,13,2,1,2,24,3,46,9,37,0,0,7,1,5,19,31,N/A,96,0,26,43,20,12,3.16
,,Foresthill Union Elementary,Placer,836,B,1,3,0,0,11,2,80,3,40,37,0,1,0,11,18,20,18,97,4,22,39,25,10,3.16
,Norma Coombs Alternative,Pasadena Unified,Los Angeles,836,6,33,1,5,3,43,0,13,1,60,10,0,16,6,15,22,28,N/A,83,9,22,33,21,16,3.13
,Roosevelt Middle,Vista Unified,San Diego,836,7,5,0,4,2,46,1,39,3,42,26,1,11,15,17,N/A,31,29,92,12,17,31,27,13,3.11
,Sitting Bull Academy,Apple Valley Unified,San Bernardino,836,6,10,1,4,1,36,0,47,1,51,19,0,7,4,10,26,28,32,94,6,21,40,23,10,3.1
,Chico Junior High,Chico Unified,Butte,836,7,6,2,8,1,29,1,54,0,51,10,0,13,12,11,N/A,N/A,28,82,16,21,21,22,21,3.09
,Jefferson Middle,San Gabriel Unified,Los Angeles,836,7,1,1,51,3,36,0,7,0,57,11,0,31,22,8,N/A,29,31,93,11,25,24,26,14,3.08
,,Reeds Creek Elementary,Tehama,836,B,2,4,0,0,7,1,82,4,56,0,0,3,0,12,20,25,N/A,70,3,28,42,18,9,3.03
,Irene B. West Elementary,Elk Grove Unified,Sacramento,836,6,22,1,25,9,20,3,13,7,68,2,0,25,16,13,23,28,N/A,96,7,27,32,27,7,3
D,Aspire Vanguard College Preparatory Acad,SBE - Aspire Vanguard College,Stanislaus,836,7,8,2,8,1,40,0,39,1,48,0,0,4,16,14,N/A,31,26,96,5,34,35,11,15,2.97
Y,Healdsburg Charter,Healdsburg Unified,Sonoma,836,6,0,0,0,0,52,0,48,0,39,0,4,35,0,4,23,N/A,N/A,100,17,17,35,13,17,2.96
,John A. Rowland High,Rowland Unified,Los Angeles,836,9,2,0,43,9,39,0,5,2,49,19,0,14,33,8,N/A,N/A,33,98,11,29,24,26,10,2.94
,Kathryn Hughes Elementary,Santa Clara Unified,Santa Clara,836,6,12,0,14,19,38,2,8,6,63,3,0,41,6,12,27,29,N/A,94,8,26,38,23,6,2.92
,Commodore Stockton Skills,Stockton Unified,San Joaquin,836,6,10,4,7,6,57,1,14,0,70,16,0,6,9,6,30,29,25,72,7,30,41,14,8,2.85
,Palmdale Learning Plaza,Palmdale Elementary,Los Angeles,836,6,18,2,2,2,54,1,20,1,73,13,1,15,8,12,27,22,26,97,13,21,42,16,8,2.84
,Fall River Junior-Senior High,Fall River Joint Unified,Shasta,836,9,1,8,0,0,25,1,61,1,49,10,13,2,14,15,N/A,N/A,16,90,14,17,48,15,6,2.83
,Las Juntas Elementary,Martinez Unified,Contra Costa,836,6,3,1,2,0,44,2,40,7,57,5,0,23,6,15,27,26,N/A,96,15,23,34,22,7,2.83
,Griffiths Middle,Downey Unified,Los Angeles,836,7,2,0,2,1,88,0,7,0,61,6,0,13,17,11,N/A,19,23,100,12,35,28,17,8,2.74
,Thomas Edison Elementary,Glendale Unified,Los Angeles,836,6,2,0,3,10,47,0,36,1,76,4,0,40,24,12,23,33,N/A,84,15,40,11,26,8,2.72
,East Cottonwood Elementary,Cottonwood Union Elementary,Shasta,836,6,1,3,1,0,17,0,76,2,71,0,0,0,0,5,28,N/A,N/A,98,7,44,28,18,4,2.67
,Lake Center Middle,Little Lake City Elementary,Los Angeles,836,7,1,1,2,1,90,0,5,0,69,32,1,10,16,10,N/A,27,29,93,11,36,35,13,4,2.64
,Manzanita SEED,Oakland Unified,Alameda,836,6,15,0,8,0,71,0,3,2,40,37,0,40,26,9,24,26,N/A,42,30,20,25,14,11,2.56
,Grand Oaks Elementary,Gateway Unified,Shasta,836,6,1,11,2,0,15,0,68,4,81,2,0,2,2,13,20,24,N/A,95,12,36,43,6,4,2.54
,Vicentia Elementary,Corona-Norco Unified,Riverside,836,6,3,0,3,1,79,1,12,1,68,2,0,37,14,12,22,25,N/A,90,31,31,22,8,8,2.31
,Madison Elementary,Los Angeles Unified,Los Angeles,836,6,0,0,0,0,99,0,0,0,100,7,1,28,26,12,18,23,N/A,92,27,39,23,9,2,2.19
,East County Elementary Special Education,Contra Costa County Office of,Contra Costa,835,C,25,0,0,11,32,0,30,2,54,0,0,10,0,100,8,7,N/A,5,0,0,0,67,33,4.33
,OCCS:CHEP/PCHS,Orange County Department of Ed,Orange,835,6,3,1,14,1,18,0,52,6,0,0,0,4,4,1,33,35,12,97,2,10,24,35,29,3.79
,Independence Elementary,Rosedale Union Elementary,Kern,835,6,5,2,7,3,24,1,55,0,21,8,0,6,8,9,23,26,N/A,94,3,12,29,29,27,3.64
,Aptos Junior High,Pajaro Valley Unified,Santa Cruz,835,7,1,0,3,2,33,0,62,0,32,19,3,11,11,13,N/A,N/A,28,62,8,14,14,41,22,3.56
,Prestwood Elementary,Sonoma Valley Unified,Sonoma,835,6,1,0,3,1,24,0,69,1,30,1,0,18,3,13,22,29,N/A,97,8,13,25,33,21,3.46
,Longfellow Arts and Technology Middle,Berkeley Unified,Alameda,835,7,30,0,5,1,34,0,21,8,56,18,0,12,13,19,N/A,25,23,89,12,14,25,18,31,3.42
,William S. Hart Senior High,William S. Hart Union High,Los Angeles,835,9,2,0,4,2,40,0,50,1,22,14,0,13,11,10,N/A,N/A,31,93,11,12,29,28,20,3.35
,Chaparral High,Temecula Valley Unified,Riverside,835,9,6,1,4,7,33,1,44,4,18,14,0,5,8,9,N/A,N/A,30,93,6,14,33,34,13,3.34
,Ambler Avenue Elementary,Los Angeles Unified,Los Angeles,835,6,83,0,0,1,15,0,1,0,75,8,0,4,3,9,11,3,N/A,71,5,13,41,27,14,3.32
,Ellen Feickert Elementary,Elk Grove Unified,Sacramento,835,6,9,1,7,5,21,2,43,13,36,0,0,6,4,16,22,22,N/A,96,3,20,34,26,16,3.31
,,Columbia Elementary,Shasta,835,B,0,3,1,0,12,0,77,6,41,4,0,0,2,9,22,25,26,96,3,13,46,25,13,3.3
,Heritage High,Liberty Union High,Contra Costa,835,9,9,1,5,6,20,1,56,3,11,6,0,4,7,8,N/A,N/A,31,99,3,17,39,28,12,3.28
,Kernville Elementary,Kernville Union Elementary,Kern,835,6,4,2,0,0,13,0,80,0,54,0,0,0,0,4,23,N/A,N/A,100,4,17,46,15,17,3.24
,Soulsbyville Elementary,Soulsbyville Elementary,Tuolumne,835,6,0,0,0,0,17,0,4,0,42,0,0,1,1,8,24,25,24,99,3,20,42,22,13,3.2
,Walker Junior High,Anaheim Union High,Orange,835,7,6,0,21,11,40,1,21,0,43,9,0,12,19,9,N/A,N/A,33,9,12,18,25,29,16,3.2
,,Soulsbyville Elementary,Tuolumne,835,B,0,0,0,0,17,0,5,0,43,0,0,1,1,9,24,25,24,99,3,20,42,22,13,3.2
,William McKinley Elementary,Burbank Unified,Los Angeles,835,6,3,1,1,3,57,0,33,2,53,0,0,17,8,15,26,28,N/A,86,8,20,32,31,9,3.14
,O. W. Erlewine Elementary,Sacramento City Unified,Sacramento,835,6,17,1,4,2,17,0,53,6,55,16,0,6,3,23,24,28,N/A,76,8,20,38,20,13,3.1
,Terrell Elementary,San Jose Unified,Santa Clara,835,6,9,1,11,3,45,1,27,2,56,9,1,23,8,11,29,26,N/A,92,12,21,31,26,10,3.01
,Riverbend Elementary,Yuba City Unified,Sutter,835,6,2,1,11,0,34,0,43,7,59,10,3,11,14,9,24,31,29,97,11,27,29,21,12,2.95
,Hart-Ransom Elementary,Hart-Ransom Union Elementary,Stanislaus,835,6,5,1,4,2,40,0,49,0,50,0,0,14,6,6,22,28,28,49,7,28,39,14,11,2.94
,Southport Elementary,Washington Unified,Yolo,835,6,5,1,15,2,28,1,45,2,55,15,0,12,12,8,19,30,28,99,7,26,37,25,5,2.94
,Toyon Middle,Calaveras Unified,Calaveras,835,7,2,3,1,1,13,0,80,0,44,8,0,0,4,12,N/A,N/A,25,76,5,28,47,14,6,2.88
,John Blacow Elementary,Fremont Unified,Alameda,835,6,6,1,14,6,52,2,14,4,54,2,1,42,11,13,22,24,N/A,91,18,25,23,24,10,2.84
,Crescent Elementary,Fairfield-Suisun Unified,Solano,835,6,20,1,8,15,30,2,17,8,64,3,0,14,10,7,31,33,N/A,97,9,30,32,25,3,2.84
,,San Bruno Park Elementary,San Mateo,835,B,2,0,10,11,44,6,23,2,41,5,0,39,6,12,27,27,N/A,94,12,31,24,26,7,2.83
,Adelante Dual Language Academy,Alum Rock Union Elementary,Santa Clara,835,6,4,1,1,0,89,1,5,0,100,12,7,37,22,5,20,28,N/A,95,25,19,17,26,12,2.82
,Ruby Bridges Elementary,Alameda City Unified,Alameda,835,6,29,1,22,8,16,3,21,1,69,2,0,42,3,13,23,27,N/A,99,11,31,30,23,5,2.79
,Bryant Elementary,Long Beach Unified,Los Angeles,835,6,31,0,11,1,45,0,8,0,84,0,0,19,13,16,30,29,N/A,76,15,26,31,21,6,2.76
,Park Side Elementary,Sebastopol Union Elementary,Sonoma,835,6,1,1,2,0,41,1,52,0,53,0,3,29,3,14,23,29,N/A,96,18,26,27,23,6,2.72
,Marco Forster Middle,Capistrano Unified,Orange,835,7,1,0,1,0,59,0,36,3,58,9,1,22,27,12,N/A,26,30,84,27,24,19,18,12,2.64
,Garfield Elementary,San Diego Unified,San Diego,835,6,16,0,2,0,68,1,10,3,100,28,0,50,9,16,21,29,N/A,77,18,31,28,15,8,2.64
,Menifee Valley Middle,Menifee Union Elementary,Riverside,835,7,5,0,3,3,47,1,41,0,45,19,0,10,11,9,N/A,29,27,87,13,31,41,12,2,2.59
,Harding Elementary,Bakersfield City,Kern,835,6,2,0,1,1,77,0,17,1,72,2,1,8,8,11,21,27,N/A,81,13,44,23,12,8,2.59
,Cypress Elementary,Redding Elementary,Shasta,835,6,3,5,5,0,18,1,56,12,63,11,0,6,3,19,21,28,N/A,73,11,40,36,8,5,2.57
,Sierra House Elementary,Lake Tahoe Unified,El Dorado,835,6,0,2,1,9,47,0,38,2,69,1,0,44,2,13,21,25,N/A,96,16,40,21,17,6,2.56
,Princeton Elementary,Princeton Joint Unified,Glenn,835,6,0,4,0,0,65,0,31,0,86,0,17,35,17,6,18,22,N/A,92,22,34,28,9,8,2.48
,Webster Elementary,Long Beach Unified,Los Angeles,835,6,20,0,3,7,61,6,2,0,93,6,0,46,7,18,18,18,N/A,82,31,23,24,16,5,2.41
,Redding Elementary,San Francisco Unified,San Francisco,835,6,3,0,34,9,25,0,21,3,90,13,0,67,8,10,18,28,N/A,86,29,32,17,19,3,2.34
D,Aspire Firestone Academy,Los Angeles Unified,Los Angeles,835,6,0,0,0,0,97,0,1,0,83,0,0,32,27,11,21,30,N/A,56,19,43,29,6,3,2.3
,Abraham Lincoln,Paramount Unified,Los Angeles,835,6,5,0,1,0,93,1,1,0,94,6,1,39,25,9,28,32,N/A,99,32,26,28,9,5,2.28
,Queen Anne Place Elementary,Los Angeles Unified,Los Angeles,835,6,7,0,2,2,88,0,0,0,93,6,0,45,20,7,19,25,N/A,80,41,21,22,12,4,2.18
,Berkshire Elementary,Panama-Buena Vista Union,Kern,835,6,9,0,9,1,64,0,15,0,77,2,0,22,14,8,30,32,N/A,45,21,51,21,7,1,2.16
,Sunset Elementary,San Ysidro Elementary,San Diego,835,6,0,0,1,1,97,0,0,0,86,16,1,66,22,10,25,30,N/A,95,35,30,21,11,2,2.15
,Garvanza Elementary,Los Angeles Unified,Los Angeles,835,6,3,1,2,2,90,0,1,0,89,7,0,29,28,8,18,20,N/A,87,38,37,17,6,2,1.98
,Charles White Elementary,Los Angeles Unified,Los Angeles,835,6,3,0,1,1,94,1,1,0,94,7,0,62,24,7,22,26,N/A,91,48,32,13,6,1,1.78
,Jefferson Elementary,Compton Unified,Los Angeles,835,6,5,0,0,0,94,0,0,0,99,3,0,54,24,9,31,33,N/A,87,55,25,14,3,2,1.73
,La Costa Canyon High,San Dieguito Union High,San Diego,834,9,1,0,5,1,16,0,76,1,9,35,1,6,6,12,N/A,N/A,33,97,6,5,16,38,35,3.91
Y,Freshwater Charter Middle,Freshwater Elementary,Humboldt,834,7,2,10,2,0,4,0,83,0,17,0,0,0,0,15,,,,90,0,11,43,26,21,3.57
,Skyridge Elementary,Auburn Union Elementary,Placer,834,6,3,1,3,1,17,0,75,0,40,11,0,13,1,7,22,30,N/A,90,3,17,27,25,27,3.55
,El Toro High,Saddleback Valley Unified,Orange,834,9,2,0,6,4,28,0,55,4,23,16,0,8,10,8,N/A,N/A,31,93,8,11,22,38,21,3.54
,Valley View Elementary,Los Angeles Unified,Los Angeles,834,6,9,2,2,3,36,1,48,0,45,5,0,8,7,11,14,14,N/A,95,3,9,39,32,17,3.51
,Ayers Elementary,Mt. Diablo Unified,Contra Costa,834,6,6,1,9,5,28,0,46,5,32,3,0,16,9,15,27,29,N/A,77,6,17,31,32,15,3.34
,Columbia Elementary,Columbia Elementary,Shasta,834,6,0,3,1,0,12,0,78,6,45,1,0,0,1,8,22,21,N/A,96,4,10,48,25,13,3.34
D,View Park Preparatory Accelerated Charte,Los Angeles Unified,Los Angeles,834,6,89,0,0,0,1,0,0,5,68,0,0,0,0,3,24,29,N/A,95,2,17,41,27,13,3.32
Y,EV Cain 21st Century STEM Charter,Auburn Union Elementary,Placer,834,7,1,1,1,1,17,0,76,2,43,19,0,7,6,11,N/A,25,25,96,8,17,32,25,19,3.31
,Washington Elementary,Eureka City Schools,Humboldt,834,6,3,4,5,1,12,3,65,8,51,10,1,8,3,11,22,30,N/A,92,7,18,35,27,12,3.2
,Castle View Elementary,Riverside Unified,Riverside,834,6,8,1,3,2,49,0,36,0,49,14,0,17,9,13,23,29,N/A,99,14,20,26,17,24,3.18
,Cappy Culver Elementary,San Miguel Joint Union,San Luis Obispo,834,6,0,1,0,1,12,0,81,5,31,13,0,2,1,12,22,28,28,92,8,16,40,26,10,3.16
,,Sunnyvale,Santa Clara,834,B,3,0,23,8,43,1,19,2,49,4,0,33,21,9,21,27,27,99,18,19,17,24,23,3.15
,Gompers K-8,Long Beach Unified,Los Angeles,834,6,15,0,6,4,38,2,30,0,46,7,0,7,9,11,28,29,31,87,6,23,36,22,13,3.13
,Imperial High,Imperial Unified,Imperial,834,9,3,0,1,1,76,0,19,0,35,13,4,8,31,6,N/A,N/A,31,97,8,22,38,17,14,3.08
,Elitha Donner Elementary,Elk Grove Unified,Sacramento,834,6,17,1,12,4,31,1,25,10,57,3,0,9,11,10,23,26,N/A,87,5,28,34,23,10,3.03
